timestamp,price
2024-06-20,0.6718771399188896
2024-06-21,0.6718771399188896
2024-06-22,0.6485264223214622
2024-06-23,0.6179487291152198
2024-06-24,0.5728682413756533
2024-06-25,0.6548971492906659
2024-06-26,0.7205842198498137
2024-06-27,0.794902119556403
2024-06-28,0.7147226034336416
2024-06-29,0.6666638236860849
2024-06-30,0.6393586809063009
2024-07-01,0.7187427818948467
2024-07-02,0.6681663268944547
2024-07-03,0.6606710076833378
2024-07-04,0.6140568935107884
2024-07-05,0.5097278566152433
2024-07-06,0.48229214958453964
2024-07-07,0.5535552256916139
2024-07-08,0.4589325157870111
2024-07-09,0.503167906248597
2024-07-10,0.5079493668614692
2024-07-11,0.519593150764351
2024-07-12,0.500938004998308
2024-07-13,0.5264499876106857
2024-07-14,0.5206124693065073
2024-07-15,0.5730441992742192
2024-07-16,0.5993019971991855
2024-07-17,0.5652631869942399
2024-07-18,0.5608969149998277
2024-07-19,0.5640048271192206
2024-07-20,0.5518876270638102
2024-07-21,0.5991541339556362
2024-07-22,0.5761066005092397
2024-07-23,0.5513887355118234
2024-07-24,0.5473595759191642
2024-07-25,0.5642337659562563
2024-07-26,0.5172483079004866
2024-07-27,0.546043929640057
2024-07-28,0.6030425856591898
2024-07-29,0.5732708528316257
2024-07-30,0.6044113146882216
2024-07-31,0.53583298038373
2024-08-01,0.5193044690756777
2024-08-02,0.4795981972468538
2024-08-03,0.43537247070197316
2024-08-04,0.37803749306799006
2024-08-05,0.3610828388966323
2024-08-06,0.2911664181416155
2024-08-07,0.3338716780638625
2024-08-08,0.3177921626955062
2024-08-09,0.38823217544840727
2024-08-10,0.3662178431098094
2024-08-11,0.36572917820170964
2024-08-12,0.3486390234147409
2024-08-13,0.3740889675947964
2024-08-14,0.38245220872525
2024-08-15,0.3572935287845199
2024-08-16,0.33021861971239785
2024-08-17,0.325302421853931
2024-08-18,0.42965613889461896
2024-08-19,0.3978094012315409
2024-08-20,0.4068217318464743
2024-08-21,0.3942937181821305
2024-08-22,0.4011188273907505
2024-08-23,0.4243656796031992
2024-08-24,0.4696974569915139
2024-08-25,0.4650856192337037
2024-08-26,0.437527008420993
2024-08-27,0.39762613536123753
2024-08-28,0.35016776746448774
2024-08-29,0.3371337633159076
2024-08-30,0.3455032944637996
2024-08-31,0.3456553179374991
2024-09-01,0.33077887117597204
2024-09-02,0.30959038773925684
2024-09-03,0.3342211158765226
2024-09-04,0.3202781642732966
2024-09-05,0.3341464980572286
2024-09-06,0.32266078803992343
2024-09-07,0.30962516943805013
2024-09-08,0.3054334164550481
2024-09-09,0.3139892492102719
2024-09-10,0.3338509233650574
2024-09-11,0.34259399812605856
2024-09-12,0.32663393197043644
2024-09-13,0.35029122370941057
2024-09-14,0.3598206877621515
2024-09-15,0.35077622222875093
2024-09-16,0.3289870593929759
2024-09-17,0.32388857276811617
2024-09-18,0.34345235989699424
2024-09-19,0.3676188687125021
2024-09-20,0.3737304816184739
2024-09-21,0.3621838538358244
2024-09-22,0.4215157349530439
2024-09-23,0.3906813150970527
2024-09-24,0.399768744404137
2024-09-25,0.411548061603756
2024-09-26,0.38616997401243686
2024-09-27,0.41441912441536627
2024-09-28,0.4190169368829971
2024-09-29,0.392802364915407
2024-09-30,0.4088009967950954
2024-10-01,0.36544575281658137
2024-10-02,0.32007589810590764
2024-10-03,0.31818984843658976
2024-10-04,0.3099018323047606
2024-10-05,0.3348295587187342
2024-10-06,0.33345395654497034
2024-10-07,0.34203774452835384
2024-10-08,0.338046237645184
2024-10-09,0.33372123746945465
2024-10-10,0.3613196567977798
2024-10-11,0.34531688513434367
2024-10-12,0.3964182020405151
2024-10-13,0.3766377123844342
2024-10-14,0.37149342787015033
2024-10-15,0.41573405241954386
2024-10-16,0.39634716160156913
2024-10-17,0.3927292900520357
2024-10-18,0.37737756555308377
2024-10-19,0.3953921444811774
2024-10-20,0.3908607183120058
